Year,Country,Region,Forest_Area_km2,Population_Density,Agricultural_Land_Percent,Rainfall_mm,Temperature_C,Road_Density_km_per_km2,Mining_Activity,Protected_Area_Percent,Deforestation_Rate,Fire_Incidents,Logging_Activity,Urban_Expansion_Rate,Carbon_Emissions_kt,Label
2021,Madagascar,Sumatra,4176158,78,36.900290506945964,3488.6974942851057,22.101177759402145,0.08781657617987676,0.015294318647542616,18.157698537007178,0.016762517977242056,39,0.1712598653432234,0.8078862946044052,6905,danger
2018,Peru,Palawan,4661900,26,37.28766757020395,1401.0869631983087,21.163317271332613,0.15821596450964331,0.006899000871045946,12.27890538889087,0.014697463223793245,87,0.09812193766234789,1.6327145751742123,7999,safe
2021,Peru,Central Highlands,625438,87,22.60957738597803,3806.183469003396,29.70116886418432,0.1565327149051767,0.09958023677799187,23.522835772029143,0.014398997741016592,46,0.04333732874107854,1.7056279614561225,5354,safe
2017,Colombia,Sumatra,4270183,69,15.328396965465148,3254.269952593908,20.21981814809623,0.053339071801453176,0.02888099699540896,24.04194376758982,0.021001219923251407,64,0.033944687949574594,1.3294633790261596,2415,danger
2020,Bolivia,Central Highlands,2417043,68,35.29585025862034,3824.003178360705,28.026974053360217,0.18522243044942344,0.014926801266924729,24.41786438104195,0.017369858873546834,58,3.1548915611345765e-05,1.2328417408772623,2599,danger
2016,Colombia,Santa Cruz,2699391,75,15.133034487550582,3029.8517006575194,27.88035149575022,0.1225879547253171,0.024099625799591795,24.56941891117184,0.026228306199712764,43,0.14364759899625687,0.670907274691978,5074,danger
2024,Malaysia,Amazon,1135719,8,33.1397003291732,2090.211795998281,22.972141138450958,0.08218561528278276,0.09361255715401347,10.001056538645937,0.026867549608167802,53,0.0222194417691981,0.6259274922496758,7435,danger
2023,Indonesia,Madre de Dios,3301445,69,37.73688512225236,3814.5435175741673,21.356266160073133,0.10536776034836352,0.05201602230243957,29.078416076934445,0.009264009450162963,31,0.048767819939188085,1.009347268345293,6174,safe
2019,Malaysia,Amazon,1308258,19,38.02445985577806,1826.7003289275353,21.456286467054234,0.1249635381531713,0.03648180963078569,26.28417534109326,0.008405841288643141,40,0.05957526630455867,0.9662692332760898,3567,safe
2020,Philippines,Santa Cruz,3364140,80,40.13888442638387,1996.5175661851977,26.974316172371925,0.11637920105069922,0.08733914579092195,28.079633931785708,0.020760023150899986,16,0.11207597202735367,1.9304846764449068,3094,danger
2018,Malaysia,Madre de Dios,4064462,26,44.91437686262658,3102.425254005221,26.428065910861736,0.10241695675187386,0.03949902705490325,10.312865906148684,0.012530643701556984,30,0.07959145545915386,1.6754341136651447,4943,safe
2024,Brazil,Central,681948,90,29.998359678591537,3295.9488985761586,27.827456742513867,0.10593723277698602,0.03350085699576958,28.677175915714788,0.005464267969127472,25,0.13493479840463238,1.4898864428885898,7316,safe
2021,Malaysia,Central,3082814,51,39.20996758118285,3788.2104515474616,29.374811723991044,0.04351826298129838,0.02072825225497356,26.195770573762093,0.027216066734073875,29,0.011127731865740544,1.2764721335264075,6153,danger
2023,Colombia,Central Highlands,4269457,85,34.76690941463347,1614.4072271686287,26.91927363266592,0.16441925181788908,0.03777968239094115,26.74438285917397,0.010672519181095207,52,0.024787838852887892,0.751051296089977,3447,safe
2021,Congo,Santa Cruz,1706751,97,17.465597591907304,3393.9941056576718,21.558515365514435,0.11293446078879292,0.0316684356016926,11.86574769443937,0.028232016292145227,53,0.09984230070665334,1.967685008276426,3492,danger
2015,Congo,Central Highlands,1453692,50,11.027585794776327,3215.63816019089,22.434426167654106,0.03490517372389359,0.0677303959298141,24.77556057837195,0.02293586127195634,56,0.06739295756936596,1.062561047360315,4671,danger
2015,Peru,Amazonas,717770,18,21.38165542707735,1191.3836687607936,28.421937308731145,0.1555698493007278,0.02895827046707271,29.19833379284182,0.024066337247787107,28,0.059162672550271946,0.6603884036708672,3458,danger
2023,Indonesia,Sumatra,4599906,54,27.721348253504775,2161.669423630621,22.093060758342084,0.18716435589169667,0.057719974642256144,23.570946828363212,0.010036537394829011,57,0.013405615807504545,1.2406983435736192,3208,safe
2023,Indonesia,Eastern,2937245,24,34.68423777714625,1848.2963711802959,20.725223169544815,0.1899883108550228,0.0065892165031972705,21.41122809249213,0.010854860640420322,88,0.1791438349496003,1.8109970174196248,6934,safe
2018,Brazil,Amazonas,3202882,54,43.998373220128215,1913.4712730620913,27.032800540422507,0.08011336915812282,0.01912891566965144,28.91259355497994,0.018031693845601642,78,0.13836371722501015,1.830936502665994,4212,danger
2023,Colombia,Sumatra,2290008,37,17.849828668246627,3948.8406386641027,24.02526355490142,0.03574820597654327,0.04074052716113488,18.858742434688722,0.009302496316246554,20,0.024323631363929878,0.5164488740846709,7846,safe
2017,Peru,Madre de Dios,2326525,63,15.021991595939085,2928.3322404397836,29.200400525459038,0.10849592906028238,0.09369492539086954,21.985871326209576,0.012635792317075806,88,0.013009191547428123,1.8294436171270996,3354,safe
2021,Philippines,Central Highlands,1838530,47,48.5391978989731,3153.028473380499,26.502550710936617,0.03139575357635193,0.03772519857156954,19.526765869887324,0.01303656194869511,38,0.1949745066862486,0.9072263262497877,7240,safe
2020,Indonesia,Madre de Dios,4966951,83,14.321782375056284,3929.8529119450277,20.904189777916606,0.1874576095173973,0.06640741211998341,28.656924427205983,0.008990748331319102,54,0.13623451008790097,0.5584585459526346,2212,safe
2022,Congo,Madre de Dios,2681913,16,29.13964280428757,2131.605347372916,29.478565672536607,0.04488012919747774,0.025508722242139816,11.521694535310145,0.010129570834879018,77,0.0834912142187483,1.7716854055443116,5894,safe
2023,Malaysia,Sumatra,1978768,44,33.42254915173207,3405.5205053584177,22.58557263640246,0.05802551339072118,0.012703357597323174,20.022394016506965,0.024713796050206415,45,0.14034620815115698,1.7958001339823124,6602,danger
2019,Malaysia,Santa Cruz,2065213,24,31.65497683629753,2303.592889913486,23.372124904062858,0.08726094010814438,0.005853660008005013,23.739048827708764,0.00917989636368171,57,0.15126635729603183,1.394346619763525,4963,safe
2015,Peru,Sumatra,3263398,98,13.441286281317728,3608.601015444939,24.02260413683542,0.0828012490262339,0.030541349854275136,25.83813076844474,0.005711434796098062,96,0.15599244047775587,1.3616506359445375,4848,safe
2017,Colombia,Sarawak,1188152,42,12.281076560144776,1541.9726239339095,20.512242964043132,0.16098594955559892,0.015766102679690797,21.660372948882728,0.02073387356572346,24,0.09557546113061154,1.7196804089321291,5042,danger
2024,Colombia,Central,902980,7,14.219337098441427,3843.058531192839,24.965154222306047,0.09670019590468285,0.01740104480161242,28.17835488242908,0.02939957798481125,53,0.0859765516249696,1.6794643290654196,7665,danger
2022,Bolivia,Central,1538336,32,33.4235073549045,1656.315125232639,21.23318491075292,0.04244596940063401,0.07607593083869502,28.839828937677435,0.013280345365578036,76,0.002205616853780068,1.8351582101640562,5034,safe
2020,Vietnam,Amazonas,3378350,60,31.773795505372846,1978.6615209427946,24.00970326688352,0.06076988014235408,0.0015838070944874218,11.28638446387167,0.007966392579906306,83,0.18531142302836762,1.3291211713950553,3732,safe
2022,Indonesia,Central,1668932,94,19.34963168146977,3268.5767023203416,23.507097879920842,0.10673154318562918,0.05578101257354345,18.047410790827488,0.019259683134188268,49,0.12066157567778862,1.9514706390992131,7340,danger
2023,Colombia,Sumatra,1949087,98,35.51096567382366,2181.26542469622,27.728400834265035,0.03801624431096563,0.03794613805934648,10.46918043442309,0.027658855277391155,95,0.04063078743799362,1.9942202464000076,7111,danger
2018,Congo,Palawan,3031528,17,42.802700082225975,2824.6341302993396,28.03170511632731,0.1262145783727427,0.050654999990854724,16.58833314748886,0.02460154449571197,23,0.18392068388428734,0.6748169149979488,5081,danger
2015,Peru,Central Highlands,2608542,81,11.66315839386375,2333.7205032082857,21.53412882389088,0.11749198824471772,0.056283023721460296,20.73736435941204,0.0205628967103179,72,0.18298638035405929,1.7743156393311832,7239,danger
2015,Philippines,Sumatra,1437635,70,29.925197741921696,3227.1098112693453,23.665511873792262,0.14579344011262896,0.03133676944572782,28.215898610198977,0.012876412415189983,90,0.19783683287321918,1.2497333866228835,3270,safe
2024,Bolivia,Sumatra,4002626,41,37.57241648410761,1684.9937571058326,23.733531610318316,0.18816387692207986,0.02951088601842853,26.931086449308058,0.0185470043319055,94,0.17481131262779578,1.0813495074497481,6868,danger
2018,Madagascar,Eastern,1886689,53,20.092477082787482,1175.373961710631,21.51410443936085,0.18332836660921958,0.07334018493349058,12.549994533439715,0.007281121032606384,60,0.19955687756401297,1.4196084648240725,3529,safe
2021,Brazil,Central Highlands,4316126,70,22.310836211725963,1899.7881924191988,27.984535050511905,0.18975436743307797,0.08712769881211573,11.860607494817915,0.021973635607016748,88,0.04893723762465452,0.5839483358930105,3081,danger
2016,Philippines,Sarawak,3566983,40,34.54551611957535,2422.9259946052907,27.07228328335423,0.05649596343450318,0.01925816324585279,21.78534677513334,0.02312740047244127,67,0.16844991703984682,1.2596916781506198,5531,danger
2017,Madagascar,Central,3346230,58,45.917411737749475,1504.0601565780357,21.903817862970346,0.034997408261477375,0.009761876053514897,20.642359449175654,0.02912579057274797,24,0.16460566175915292,1.80633585504,3151,danger
2015,Malaysia,Central Highlands,2618433,30,42.39697681211597,2064.3918689691664,23.66721908593799,0.06743257309432521,0.0897795806392026,15.327552828600478,0.01150993396862679,74,0.04618807184414675,0.8201922742084532,3722,safe
2019,Brazil,Central,4956397,79,33.32520876398334,2199.9490548807053,21.05805024856514,0.18006618282559977,0.03498954636473987,27.989061691076703,0.005461410476075566,97,0.019687509800198157,1.1395848421541377,2716,safe
2015,Indonesia,Amazonas,4178621,76,39.20886871028997,1172.1755310648207,26.28206597093044,0.19469016017846277,0.05513173906628142,28.54732818923107,0.018640211610678765,64,0.19588410273551993,1.9092213315723132,6199,danger
2022,Congo,Central Highlands,1797991,44,24.592898808311947,2749.9217445526137,21.213719245486196,0.17327174070339046,0.03595431445200035,18.052228766803253,0.02266976260992036,85,0.059204910304122074,1.142845756708546,4190,danger
2015,Brazil,Central,4231404,47,35.63862112395031,3653.0302839138626,29.859341686249177,0.030903367014233282,0.012580233634605132,27.806051142270405,0.0247601868970747,19,0.17417835809356122,1.0375514484985975,2204,danger
2015,Vietnam,Sarawak,2314188,26,28.647263645102278,1455.2287388591571,27.80682074687862,0.19001131963136073,0.05893316449477281,17.678977885259453,0.009843473325620265,51,0.000825430934920779,1.1608049721850673,5829,safe
2016,Madagascar,Amazon,2607359,24,17.59744545830244,2793.424040204542,23.90238549583995,0.09043802519664933,0.05251408517696297,24.736336636594004,0.011543821725925591,20,0.004204961443920441,1.2791791497763345,5109,safe
2016,Indonesia,Madre de Dios,718401,12,38.069530955090286,2994.217614732539,25.785639322793543,0.0117689552448472,0.020299355919119723,19.51884435095448,0.017814773131682407,25,0.09317426173927368,1.4479870161972033,6094,danger
2020,Vietnam,Madre de Dios,1485132,33,32.25858549395288,2258.004041257865,29.113418162164088,0.09405481074215678,0.04518690446522779,12.45166313014366,0.013265020249250047,82,0.04774293678701272,1.7010392013750968,7482,safe
2021,Malaysia,Sarawak,659292,44,24.344863278143656,3103.29276209281,25.54099280395826,0.018753142238338842,0.0796947504015646,28.55868402474043,0.026512787164686125,87,0.13796825668719287,1.1781533086464715,7740,danger
2019,Vietnam,Eastern,3667759,94,46.45356760314523,2232.1946304730363,21.744984863979553,0.11333680502061233,0.05904261031078914,19.081931867550733,0.016844003843468007,28,0.11311286511359087,1.7262214026352105,3332,danger
2015,Bolivia,Amazon,963937,34,10.83736471306933,2513.9118639323046,23.787033555811593,0.07432526521303974,0.009691732706699485,24.68974080644807,0.024989466102550074,40,0.01549715949009829,1.300580992028121,4048,danger
2015,Bolivia,Amazonas,3464391,85,22.63092604997984,1022.0591336632809,28.431448650297455,0.09995263738286926,0.05480214972291351,17.343476288625844,0.01951549401205884,82,0.032525659263143415,1.0077207655519664,3849,danger
2017,Peru,Sarawak,3181206,88,12.275255911105862,3075.1603424040663,26.44213015989618,0.12650236854119223,0.07027382992895868,10.377617571524693,0.0243272535404278,62,0.07760985401168286,1.4869262421791212,6842,danger
2016,Philippines,Madre de Dios,1692097,59,40.661092648865086,2984.0280368341732,26.507243843338003,0.17507220820538585,0.07927034057807514,12.010607173836718,0.013316824663258096,99,0.03712081279108664,1.576583382115237,7759,safe
2019,Philippines,Madre de Dios,687771,20,38.084298164551704,1115.2026319790336,28.66821485688489,0.13576129952966645,0.06291175786342668,19.924389589798487,0.02578541554825778,17,0.15844446944878574,1.3370734634442312,3237,danger
2024,Indonesia,Madre de Dios,737199,50,23.25408874945268,2104.7503221853995,28.939730574625045,0.09246928501085433,0.015265816454078374,23.79928714252725,0.011864307888775539,33,0.08321404711065601,0.5849224597020851,4018,safe
2020,Malaysia,Santa Cruz,3357281,66,37.02651608828292,3937.095522375002,29.197925717794362,0.1656912921973694,0.07101732665901607,16.69470653158558,0.018652470200082268,17,0.018686373368499855,0.7548243127412373,7051,danger
2021,Colombia,Sarawak,3232481,11,25.837489047837995,2262.2096877058502,20.94849193253156,0.18206060613889513,0.06773418460815164,23.909769183553006,0.010350177829346855,92,0.09686858045442498,0.9279465813353422,2517,safe
2018,Bolivia,Sumatra,2774316,84,40.25015165689737,2505.836215395525,25.44126001963101,0.032754393622117475,0.0024426882940633225,23.97271178863912,0.01688816304065483,57,0.018167636212282835,0.9239384089272397,3438,danger
2021,Indonesia,Amazonas,4102615,49,28.167346509468242,3729.790474479156,27.405095212183184,0.11106726573503037,0.04117476675902432,24.078718146556618,0.01295438023771758,39,0.025787461083963438,1.5101312003703058,6086,safe
2022,Colombia,Madre de Dios,2083214,63,26.49118911326662,3151.785627597269,27.569268451270137,0.06405727235106438,0.03329502469623733,19.850437080410167,0.011667585765930355,67,0.04792196640564106,0.5275229925104489,7127,safe
2015,Philippines,Central,1251518,60,47.389196619532036,2746.2103933726708,26.06716201970004,0.018941627596620006,0.06694120642536434,28.29772300243008,0.029174625450700938,95,0.17190554104949796,1.6335226655742798,4052,danger
2020,Peru,Sarawak,1013313,52,20.03516399562801,3393.4140440232177,21.667873351836743,0.13702387207165723,0.021613581231092072,19.783930359612313,0.009001852637168265,64,0.1849225064665944,0.8980137122103997,6368,safe
2022,Vietnam,Santa Cruz,4431586,31,14.817893599862618,3593.0987993679196,27.974205539416644,0.17392644771725288,0.05908719229742585,19.005303869932764,0.02468314593643488,82,0.16525154586641383,0.9650327693241536,6517,danger
2019,Bolivia,Sarawak,3714215,57,33.38172453037833,2370.6642152118006,27.201113335149458,0.04095150435070487,0.09132059618141725,13.98761638021254,0.029604123987080372,71,0.06681544348356945,1.2918647419158864,4312,danger
2018,Indonesia,Amazonas,3960989,91,48.77287249136715,2425.325094795506,20.861357715490364,0.1643585949485411,0.07978023722086078,16.15310174712673,0.005497537093501946,57,0.05448928822176633,0.8238884014084362,7577,safe
2016,Brazil,Santa Cruz,2832214,92,25.113568549087468,2158.1528069555075,24.638098246743763,0.17214518937201892,0.09214577362165305,10.846689850366067,0.022475685351052373,13,0.10983113815804785,1.8267069703632912,4259,danger
2020,Colombia,Amazonas,2830229,77,12.48147054515126,3900.1184200553816,21.739773995218037,0.18372468410663187,0.09785059669326901,22.670705872323403,0.011322795138907178,46,0.14437063210662246,0.6280531689898479,5149,safe
